Account,Type,Date,Views,Likes,Comments,Caption,Hashtags,URL
ol_interior_dubai,Reel,28 Mar 2026,489,32,2,"🎬 «WHITE VILLA» Эпизод 22 Выбор цвета краски сделан 💓  Заказ краски Наталья +971 56 181 8195 Сайт: https://alpaintura.ae Инстаграм @profitec.middle_east   Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом.  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” - в моем мини сериале.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWa51Z9Ahxo/
ol_interior_dubai,Reel,01 Apr 2026,547,41,2,"🎬 «WHITE VILLA» Эпизод 24  Осушители @onyxnova.ae  Тел: +971 50 871 5591  Это то, что спасет ваше здоровье, мебель и дом в Эмиратах!   Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla",https://www.instagram.com/p/DWllPdbgrqp/
moroz.lor,Photo,13 Oct 2025,,88,22,"🙌🥳🍾🎊Congratulations to Hoss Kiani @hosskianii on the Sale! 1 Bedroom at Sukoon Residence 1 - AED 1.6M Meydan Avenue  ♥️Hoss, I always knew you had incredible potential and remarkable expertise! Once again, you’ve proven that professionalism, confidence, and persistence lead to success. Proud of your achievements and inspired by your journey — here’s to many more wins and happy clients ahead!🤑🫰💰","",https://www.instagram.com/p/DPvzR1iEfns/
ol_interior_dubai,Reel,06 Apr 2026,196,10,0,"🎬 «WHITE VILLA» Эпизод 27   “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWyXSt3gidF/
katrina.antonovich.official,Photo,23 Apr 2026,,13620,19,"Red ❤️ isn’t a color. It’s a statement.  Do you agree?  #luxurystyle  #richvibes #styleinspo","#luxurystyle #richvibes #styleinspo",https://www.instagram.com/p/DXetofTjW8p/
katrina.antonovich.official,Photo,26 Apr 2026,,4659,6,"Milano Design Week — where ideas turn into art ✨  The city breathes creativity: every street, every pavilion, every silhouette becomes a dialogue between form and meaning. Here, design isn’t just about aesthetics — it’s about mood, boldness, and the future.  Milano Rho Fiera feels like its own universe, bringing together brands, visionaries, and those shaping what’s next. And of course, style speaks louder than words.  Captured the inspiration. Kept the details. Took the energy with me.  #MilanoDesignWeek #Milan #DesignInspo #RhoFiera #FashionMeetsDesig","#MilanoDesignWeek #Milan #DesignInspo #RhoFiera #FashionMeetsDesig",https://www.instagram.com/p/DXmWXOTF-rz/
hosskianii,Reel,27 Sept 2025,488,49,0,"✨ Trussardi Residences Phase II ✨ Italian elegance meets Dubai lifestyle 🇮🇹🇦🇪  📍 Al Furjan – 1 min from Metro 🏠 Fully furnished by Trussardi Casa 💦 Dubai’s longest 100m residential pool 🎥 Outdoor cinema, 🏋️ gym, 🎾 paddle courts & more 💳 Starting from AED 806K | 60/40 Plan 🗓 Handover Q4 2026  🔥 Limited units available – DM me today for details 📲","",https://www.instagram.com/p/DPGyYhZEdVO/
ol_interior_dubai,Reel,03 Apr 2026,628,29,4,"🎬 «WHITE VILLA» Эпизод 26 Последствия дождя в Дубае.   “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWqwBOLguyg/
ol_interior_dubai,Reel,08 Apr 2026,254,20,1,"🎬 «WHITE VILLA» Эпизод 28   “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DW30V_BAqX_/
ol_interior_dubai,Reel,13 Apr 2026,565,23,2,"🎬 «WHITE VILLA» Эпизод 30  Onyx Nova Технологии воздуха №1 в Дубае для вашего дома! Осушители @onyxnova.ae  Тел: +971 50 871 5591  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla",https://www.instagram.com/p/DXD2qWeApLm/
katrina.antonovich.official,Photo,25 Apr 2026,,7255,10,"Bold art in an interior isn’t just decor — it’s energy.  A single artwork can define the entire space: adding depth, character, and even confidence. When strong colors and expressive forms are present, a room starts to speak for you.  Minimalism without accents often feels like a background. But one powerful piece of art turns a space into a story.  It’s about: — individuality — mood — visual balance — that undeniable wow effect  Don’t be afraid of color. Interiors aren’t about rules — they’re about feeling.  Sometimes, one artwork is all it takes to bring everything together.  ✨  #interiordesign #homedecor #artininterior #modernliving #aesthetic","#interiordesign #homedecor #artininterior #modernliving #aesthetic",https://www.instagram.com/p/DXkI40hjYxl/
ol_interior_dubai,Reel,02 Apr 2026,537,14,0,"🎬 «WHITE VILLA» Эпизод 25  Работаю только с поставщиками и заказчиками у кого есть чувство юмора и любит много смеяться 😂   Onyx Nova Технологии воздуха №1 в Дубае для вашего дома!  Осушители @onyxnova.ae  Тел: +971 50 871 5591  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”. #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla",https://www.instagram.com/p/DWn_hTFAjQB/
hosskianii,Photo,18 Sept 2025,,78,2,"","",https://www.instagram.com/p/DOvjF0QERUA/
ol_interior_dubai,Reel,25 Mar 2026,403,-1,1,"🎬 «WHITE VILLA» Эпизод 20 @klimat_frost_dubai  frost-air.ae Телефон Frost +971 55 155 4922  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWTOUzCgsX5/
ol_interior_dubai,Reel,10 Apr 2026,555,44,0,"🎬 «WHITE VILLA» Эпизод 29  @klimat_frost_dubai  frost-air.ae 📲 FROST +971 55 155 4922  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DW81T41gqJP/
ol_interior_dubai,Reel,30 Mar 2026,1440,54,3,"🎬 «WHITE VILLA» Эпизод 23 Почему делать ремонт себе сложнее?  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWgl-qxAshR/
hosskianii,Reel,17 Sept 2025,246,60,0,"Early morning cycling season is officially BACK! 😎☀️ Weather was way too hot before, but starting yesterday Husky Honey is back on the road 🐺🚴‍♂️💨 Get ready, bitches the  ride is ON! 💪🔥  #CyclingSeason #MorningRide #HuskyHoney #DubaiCycling #BackOnTrack #RideOrDie #TwoWheelsOneLove #CyclingLife #EarlyMorningVibes #BackInAction","#CyclingSeason #MorningRide #HuskyHoney #DubaiCycling #BackOnTrack #RideOrDie #TwoWheelsOneLove #CyclingLife #EarlyMorningVibes #BackInAction",https://www.instagram.com/p/DOr_RRNEX4R/
musedesign.ae,Photo,19 Jun 2024,,360,13,"Step into luxury with this stunning bathroom design from our ultra modern penthouse project by @musedesign.ae team, featuring exquisite marble finishings and a sleek glass bathtub by @antoniolupidesign, this space is the epitome of sophistication and style. Who wouldn’t want to relax and unwind in this lavish oasis? ✨  @MuSedesign.ae From project - to implementation! Call us +971553573290 (Whatsapp) www.musedesign.ae Dubai design district, building 1, office 601. #dubaidesign #designerdubai #interiordesigndubai  #penthousedesign #dubaidesigner #villadesigndubai #penthousedubai #interiordesignerdubai #designdubai #musedesign #luxurydesign #AntonioLupi #gessi #luxuryconstruction","#dubaidesign #designerdubai #interiordesigndubai #penthousedesign #dubaidesigner #villadesigndubai #penthousedubai #interiordesignerdubai #designdubai #musedesign #luxurydesign #AntonioLupi #gessi #luxuryconstruction",https://www.instagram.com/p/C8ZxJUQSu2m/
musedesign.ae,Reel,30 Aug 2023,11689,293,24,"Step into the lap of luxury with this stunning 2 bedroom apartment in the Royal Atlantis Residences on Dubai’s Palm Jumeirah. Our team at @MuSeDesign.ae has crafted an interior that perfectly complements the breathtaking views of the Arabian Gulf and Dubai skyline. From the elegant furnishings to the state-of-the-art decors, every detail has been carefully considered to create a truly indulgent living experience. Take a virtual tour and immerse yourself in the opulence of this magnificent residence. #MuSeDesign #RoyalAtlantisResidences #Dubai #PalmJumeirah #LuxuryLiving #InteriorDesign #VirtualTour #interiordesigndubai #designerdubai #dubaidesign","#MuSeDesign #RoyalAtlantisResidences #Dubai #PalmJumeirah #LuxuryLiving #InteriorDesign #VirtualTour #interiordesigndubai #designerdubai #dubaidesign",https://www.instagram.com/p/Cwkj8Php2GA/
hosskianii,Reel,15 Sept 2025,520,65,18,"Thank You so much the whole team @2088_real.estate  for these beautiful gifts and surprises","",https://www.instagram.com/p/DOntQ0JkagK/
ol_interior_dubai,Reel,22 Apr 2026,1176,68,0,"Interior design in UAE OL interior @ol_interior_dubai   Создаю интерьеры «под ключ» — от идеи до реализации.  Если вам нужен дизайн-проект или комплектация: → напишите мне в Direct → или оставьте заявку на What’s app +971586194041  ————————  Interior design in UAE OL interior @ol_interior_dubai   I create turnkey interiors—from concept to implementation.  If you need a design project or a complete set: → Message me in Direct → Or leave a request on WhatsApp +971586194041","",https://www.instagram.com/p/DXb11afgqfv/
interiorsbycollins,Photo,30 Jan 2020,,0,0,"","",https://www.instagram.com/p/B78LXXlpHjn/
ol_interior_dubai,Reel,20 Mar 2026,282,-1,1,"🎬 «WHITE VILLA» Эпизод 17  Выбор краски  Заказ краски Наталья +971 56 181 8195 Сайт: https://alpaintura.ae Инстаграм @profitec.middle_east   Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом.  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” - в моем мини сериале.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWGldXngn0m/
ol_interior_dubai,Reel,19 Mar 2026,327,-1,2,"🎬 «WHITE VILLA» Эпизод 16   Breatheasy Fresh Air System @breatheasy.ae  Вентиляция, которая реально улучшает качество жизни, будет у меня на вилле 🤗  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWEk-i4gr2r/
ol_interior_dubai,Reel,16 Mar 2026,475,-1,1,"🎬 «WHITE VILLA» Эпизод 13  @klimat_frost_dubai  frost-air.ae Телефон Frost +971 55 155 4922  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DV9A7odgpnB/
hosskianii,Reel,16 Sept 2025,164,55,1,"","",https://www.instagram.com/p/DOpw3cyEfjV/
ol_interior_dubai,Reel,22 Mar 2026,505,-1,0,"🎬 «WHITE VILLA» Эпизод 18 Выбор краски  Заказ краски Наталья +971 56 181 8195 Сайт: https://alpaintura.ae Инстаграм @profitec.middle_east   Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом.  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” - в моем мини сериале.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWLWu0cArTg/
katrina.antonovich.official,Reel,15 Apr 2026,921,13387,15,"From concept to reality ✨  For me, every project is more than just design — it’s a story I create from the very beginning to the final result. From the first ideas and material selection to full implementation — I personally guide every stage.  I love creating spaces where aesthetics meet functionality and every detail matters. Textures, lighting, proportions — everything comes together to form a complete and harmonious interior.  This is not just a project. It’s a space you truly want to live in.  📍 Dubai #interiordesign #dubaiinteriors #luxuryliving #designlife #designerlife","#interiordesign #dubaiinteriors #luxuryliving #designlife #designerlife",https://www.instagram.com/p/DXKB3PZEgvQ/
katrina.antonovich.official,Photo,22 Apr 2026,,12750,11,"An evening in 🌹— where elegance meets bold expression.  A statement of confidence, power, and timeless allure. Every detail reflects a world where luxury is not just seen, but felt.  Inspired by art, defined by presence. ❤️❤️❤️🌹🌹🌹  #BaccaratMood #LuxuryLifestyle #DubaiNights #Elegance #RedAesthetic","#BaccaratMood #LuxuryLifestyle #DubaiNights #Elegance #RedAesthetic",https://www.instagram.com/p/DXb_tb5l6gQ/
katrina.antonovich.official,Reel,16 Apr 2026,780,12012,5,"The best interior design in Dubai isn’t about trends — it’s about presence.  Clean. Intentional. Timeless.  #DubaiInteriors #InteriorDesignDubai #LuxuryMinimalism #dubailiving","#DubaiInteriors #InteriorDesignDubai #LuxuryMinimalism #dubailiving",https://www.instagram.com/p/DXMRTqnDeV3/
katrina.antonovich.official,Reel,17 Apr 2026,724,12582,4,"Curator luxury lifestyle 🤍🤍🤍 #luxurylifestyle #quietluxury #dubaihomes #interiordesign #luxuryinteriors","#luxurylifestyle #quietluxury #dubaihomes #interiordesign #luxuryinteriors",https://www.instagram.com/p/DXPBaZOEpS0/
katrina.antonovich.official,Reel,21 Apr 2026,1066,12447,15,"Where design meets attitude ✨ Beautiful spaces always tell a story… today it’s mine 🤍 Living for details, textures and that quiet luxury vibe  #InteriorGoals #ModernLuxury #DubaiInfluencer #StyledByMe #VisualStory","#InteriorGoals #ModernLuxury #DubaiInfluencer #StyledByMe #VisualStory",https://www.instagram.com/p/DXZhgFJkkgg/
katrina.antonovich.official,Photo,15 Apr 2026,,13100,8,"Design begins with materials — marble just sets the standard.🤍🤍🤍#architecturelovers #homedecor #luxurylifestyle #premiumdesign #marblelove","#architecturelovers #homedecor #luxurylifestyle #premiumdesign #marblelove",https://www.instagram.com/p/DXKET2xjdud/
katrina.antonovich.official,Photo,17 Apr 2026,,11969,20,"Elegance is an attitude ✨ Curated details. Intentional beauty. Effortless presence.🤍💛#lifestyle #aesthetic #dubailife #inspiration #detailsmatter","#lifestyle #aesthetic #dubailife #inspiration #detailsmatter",https://www.instagram.com/p/DXPRkc2lzRx/
katrina.antonovich.official,Photo,16 Apr 2026,,12609,10,"For me, design has always been about the feeling, not just the look  Dubai hits different 🖤  #interiordesign #designinspiration #dubai #aesthetic #creativeprocess","#interiordesign #designinspiration #dubai #aesthetic #creativeprocess",https://www.instagram.com/p/DXMbO2ZF4OP/
katrina.antonovich.official,Photo,19 Apr 2026,,11621,32,"In Dubai, not every designer can create a statement.  Because true luxury isn’t about beautiful furniture or expensive materials… it’s about vision.  About creating spaces that feel unforgettable. Spaces that speak before you do.  Projects like this don’t happen by chance — they are built by designers who think beyond trends, who understand scale, proportion, and presence.  When the standard is high, the choice becomes obvious.  📩 Private design inquiries  📍Dubai  #DubaiLuxury #InteriorDesignDubai #LuxuryVilla #HighEndDesign #EliteLiving","#DubaiLuxury #InteriorDesignDubai #LuxuryVilla #HighEndDesign #EliteLiving",https://www.instagram.com/p/DXUz7oWjWBI/
katrina.antonovich.official,Photo,21 Apr 2026,,12388,9,"Details make the difference. Textures create the feeling. And the space… tells the story.  The softness of fabrics, the depth of materials, the way light touches every surface… 🤍🤍🤍 #DesignInspiration #ModernInteriors #InteriorGoals #AestheticSpaces #StyledSpaces","#DesignInspiration #ModernInteriors #InteriorGoals #AestheticSpaces #StyledSpaces",https://www.instagram.com/p/DXZjhZWF3b4/
ol_interior_dubai,Reel,18 Mar 2026,570,-1,2,"🎬 «WHITE VILLA» Эпизод 15   Breatheasy Fresh Air System @breatheasy.ae  Вентиляция, которая реально улучшает качество жизни, будет у меня на вилле 🤗  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWBZgpngpoE/
ol_interior_dubai,Reel,17 Mar 2026,724,-1,1,"🎬 «WHITE VILLA» Эпизод 14   Ребята сделают вам чистый воздух.  frost-air.ae Телефон Frost +971 55 155 4922  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DV-wqt-Aiip/
sakinakaradesign,Photo,10 Jun 2024,,22,0,"The gorgeous GUMMY DROP LOKUM tables by @sabine_marcellis for @acerbis_design 💫  They're absolutely beautiful and even more impressive that  they're made from blown glass. I'm fascinated by the artistry and craftsmanship of blown glass; it's no secret that I binge-watch 'Blown Away' on Netflix every time there's a new season.   These tables are on my inspiration board, and I'd love to see them in a fashion showroom or as a focal point in a minimal residential space. ✨  How do you feel about incorporating bold design pieces like these into minimalist spaces?   #residentialdesign #furnituredesign #dubaidesign #dubaiinteriors #interiordesign","#residentialdesign #furnituredesign #dubaidesign #dubaiinteriors #interiordesign",https://www.instagram.com/p/C8BZb6Xx-0G/
katrina.antonovich.official,Photo,09 Apr 2026,,12763,15,"Where architecture meets art 💙. #LuxuryDesign #DubaiDesign #InteriorDesign #Architecture #LuxuryLiving DesignInspiration ModernLuxury DubaiLife","#LuxuryDesign #DubaiDesign #InteriorDesign #Architecture #LuxuryLiving",https://www.instagram.com/p/DW6tEbSF5gU/
sakinakaradesign,Reel,07 Jun 2024,376,41,4,"✨sparkle ✨ it has been such a joy to work on this meaningful project for the lovely team at @the.sparkle.foundation   When we were brainstorming this office space with Sarah and her team at Sparkle, it was clear that they needed the space to be versatile to accommodate their growing team and incredible volunteers.   The boardroom space needed to be multifunctional; serving as a private office, a meeting room and a boardroom.   To achieve this, I designed a modular table in three parts: two larger sections and a smaller raised section. A large section together with the smaller creates a private desk, and pieces together creates a large boardroom table.   The carpentry team at @the.garden.concept did a wonderful job sourcing beautiful materials and achieving the smooth organic finish on the pieces ✨✨✨  📸 @tripila_growth   #dubaiinteriors #interiordesign #interiordesignbusiness #dubaiinteriordesign #furnituredesign #sakinakaradesign","#dubaiinteriors #interiordesign #interiordesignbusiness #dubaiinteriordesign #furnituredesign #sakinakaradesign",https://www.instagram.com/p/C75upAvoQju/
sakinakaradesign,Photo,12 Jul 2024,,38,2,"I've been absolutely fixed on the Selene pendant light by @Swadoh, so much so, I you might just see it in one of my upcoming projects—stay tuned!⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ The inspiration behind this stunning piece is Selene, the goddess of the moon in Greek mythology. Those who know me will know that I'm a huge fan of Greek mythology. The fantastical nature of it has always been something that I am drawn to. Remember my post featuring Botticelli's work? I adore how his Renaissance art intertwines with mythology. I could geek out on this forever, but I won't!⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Each lighting piece in this collection, created with artist @morganebaroghelcrucq, is a true masterpiece. As a designer, I firmly believe that lighting transforms a space. There's nothing that makes a space more enchanting than a soft, glow of light.","#GreekMythology #InteriorDesign #LightingDesign #Pendantlight #DesignInspiration #Archidaily #DubaiDesign #DesignDaily #LondonDesign #InteriorDesignBusiness",https://www.instagram.com/p/C9Tnt1cty4O/
katrina.antonovich.official,Photo,14 Apr 2026,,12023,14,"Where design meets intention. Every detail, every line, every texture — curated to create a space that feels as good as it looks.  Timeless elegance never goes out of style. 🖤. #interiordesign #luxuryliving #designinspiration #moderninterior","#interiordesign #luxuryliving #designinspiration #moderninterior",https://www.instagram.com/p/DXHkrmaF_LI/
sakinakaradesign,Reel,05 Jul 2024,131,30,2,"✨ For our latest ‘Coffee Tables Read’ series, we’re diving into ‘Ice Cold’ by Taschen, the latest addition to my collection and I’m absolutely loving it! 📚   This book takes you on an incredible journey of hip hop through the lens of its iconic jewellery. It’s fun, bold, and just a little cheeky – I love it!  Inspiration doesn’t always come from like-for-like sources; you don’t need to flick through kitchens on Pinterest to get ideas for your kitchen remodel. True inspiration for me often comes from places unrelated to interiors, you’re looking for something; a flicker of a colour, an application of a material; something that gives you an ‘ahhh’ moment that might just become the starting point of a new design.   Flicking through this book, the boldness, the tongue-in-cheek designs, and the sheer scale of these jewellery pieces are all incredibly inspiring.   What’s the most unexpected place you’ve found inspiration for your creativity? Share in the comments below! 💬👇","#SakinaKaraDesign #CoffeeTableReads #IceCold #TaschenBooks #Inspiration #hiphop #bling #designerslibrary #bookishdesigns #booklover #designbook #inspiration #interiordesign",https://www.instagram.com/p/C9Cedyep1ds/
katrina.antonovich.official,Reel,12 Apr 2026,584,12073,5,"✨ Turnkey Interior Design ✨  We create stylish, cozy, and thoughtfully designed spaces you’ll truly love living in.  From concept to completion, we take care of every detail — so you can enjoy a seamless, stress-free journey to your dream home. 🏡  #interiordesign #homedecor #interiorinspo #designinspiration #luxuryinteriors","#interiordesign #homedecor #interiorinspo #designinspiration #luxuryinteriors",https://www.instagram.com/p/DXCYQ8ljfNF/
sakinakaradesign,Photo,18 Jun 2024,,35,3,"Step inside our space for @the_matcha_tokyo in JBR 🌱   The deep and saturated colours of the verde prato marble and zellige tile are the focal point and create a powerful backdrop for the beautiful matcha ceremony by The Matcha Tokyo.   📷: @dua.photography.studio","#interiordesign #commercialdesign #storedesign #dubaiinteriordesign #dubaiinteriors #interiordesignbusiness #thematchatokyo #sakinakaradesign #cafedesign #retaildesign #conceptdesign #matcha #green #jbr #jbrwalk",https://www.instagram.com/p/C8V7wM5SHoB/
katrina.antonovich.official,Reel,10 Apr 2026,674,12012,8,"Architecture you don’t just see — you feel. Lines guide you, light shapes you, space slows you down.  Not just a place — a moment.🤍🤍🤍  #architecture #design #lightandshadow #minimalism #dubai aesthetic","#architecture #design #lightandshadow #minimalism #dubai",https://www.instagram.com/p/DW9C6W9kjJO/
sakinakaradesign,Photo,01 Jul 2024,,116,11,"A few more images of our project for @the_matcha_tokyo  in JBR, Dubai! 🍵✨  I love designing spaces that give a transportative feeling; creating a unique atmosphere and experience for each space.   Swipe through to explore some of more from the space ✨   The aim for this space was to create a bold and inviting space, and it was crucial to get every detail on point as the design was a complete architectural and design. - I wanted the space to feel bold but cohesive. To achieve this cohesion, each material and finish was applied both internally and on the external facades.   Lamps are the Setago by @andtradition 💡  📸 : dua.photography.studio","",https://www.instagram.com/p/C83Y-r6tIOz/
sakinakaradesign,Photo,21 Jun 2024,,22,4,"✏️ A little look into my design process ✨ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ When beginning a project, I love to start with conceptual inspiration. This can be anything from artworks and shadows to materials, fashion or colours - elements that will inspire the design. The idea is to create a feeling for the space that a client can really connect with. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Sometimes, it’s tricky for clients who are less creative to get into this ‘conceptual zone,’ but with a little nudge, we always get there!  This method works so much better than using literal references from Instagram or Pinterest. Those, while great to understand a client’s taste will never be able to reflect a design that considers the unique aspects of their space like the light, shapes, or ceiling height.  ⠀⠀⠀⠀⠀⠀⠀⠀⠀ This particular image is a mood board I developed for a private residential en-suite.  Swipe to see how this conceptual mood board translated into materials and more specific tangible references. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ What feeling do you get from this mood board? Let’s see if we catch any of the same vibes!  ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #residentialdesign #interiordesign #UKInteriorDesign #LondonInteriors #dubaiinteriors #dubaihomes #dubaiinteriordesign #interiordesignbusiness #sakinakaradesign.","#residentialdesign #interiordesign #UKInteriorDesign #LondonInteriors #dubaiinteriors #dubaihomes #dubaiinteriordesign #interiordesignbusiness #sakinakaradesign.",https://www.instagram.com/p/C8drf5bJo4t/
thestateofmindpalestine,Photo,14 Jun 2024,,-1,3,"🌹","#thestateofmindpalestine #palestinebooks #palestinecoffeetablebook #palestinephotography #oldpalestine #palestineoldphotos #palestinehistory #palestine #gaza #vintagepalestine #palestinian #savegaza #gazaunderattack #prayforpalestine #PrayForGaza #SolidarityWithPalestine #StopTheSiege #ceasefire #ceasefirenow #ceasefireingazanow #ceasefireingaza",https://www.instagram.com/p/C8M6MLHSTtp/
